epoch,train_loss,train_tok_acc,val_loss,val_tok_acc,val_seq_acc,val_tok_acc_decode,lr,tf_ratio,time
epoch,train_loss,train_tok_acc,val_loss,val_tok_acc,val_seq_acc,val_tok_acc_decode,lr,tf_ratio,time
epoch,train_loss,train_tok_acc,val_loss,val_tok_acc,val_seq_acc,val_tok_acc_decode,lr,tf_ratio,time
82,0.965507,0.951379,0.295431,0.944701,0.759533,0.876701,0.00013709,0.7000,732.5
83,0.964338,0.952003,0.296060,0.944469,0.762905,0.877726,0.00013555,0.7000,781.5
84,0.962073,0.952670,0.284825,0.947391,0.768612,0.882353,0.00013400,0.7000,790.2
85,0.960976,0.952930,0.301433,0.943254,0.750713,0.873764,0.00013244,0.7000,786.1
86,0.960178,0.953125,0.291746,0.946148,0.764202,0.878272,0.00013087,0.7000,715.5
87,0.958886,0.953423,0.298130,0.944577,0.755383,0.877418,0.00012929,0.7000,708.2
88,0.955589,0.954476,0.282926,0.947850,0.763424,0.885768,0.00012771,0.7000,772.9
89,0.955136,0.954537,0.290489,0.945394,0.764721,0.880526,0.00012612,0.7000,798.1
90,0.954828,0.954744,0.287246,0.946642,0.758755,0.876291,0.00012452,0.7000,794.0
91,0.952182,0.955476,0.305382,0.943579,0.764981,0.875899,0.00012291,0.7000,792.6
92,0.948773,0.956202,0.288834,0.946680,0.772503,0.881619,0.00012130,0.7000,826.2
93,0.946454,0.957068,0.287118,0.947889,0.766796,0.883121,0.00011968,0.7000,841.2
94,0.948330,0.956576,0.279354,0.949318,0.775875,0.887868,0.00011805,0.7000,808.0
95,0.944253,0.957900,0.289940,0.947123,0.765240,0.876052,0.00011642,0.7000,820.5
96,0.942363,0.958359,0.291046,0.946412,0.765240,0.882268,0.00011479,0.7000,851.8
97,0.940703,0.958874,0.271504,0.950527,0.774319,0.892393,0.00011315,0.7000,780.2
98,0.937288,0.959695,0.280719,0.948371,0.768612,0.886912,0.00011151,0.7000,656.1
99,0.940439,0.958875,0.275444,0.950064,0.769390,0.888978,0.00010987,0.7000,654.5
100,0.934702,0.960532,0.271543,0.950613,0.778988,0.891556,0.00010822,0.7000,657.0
101,0.949207,0.956839,0.272957,0.948561,0.760311,0.886588,0.00010657,0.5000,736.9
102,0.950876,0.956347,0.274906,0.949791,0.778470,0.887766,0.00010492,0.5000,787.0
103,0.950712,0.956583,0.283169,0.948359,0.772503,0.879348,0.00010327,0.5000,792.8
104,0.946581,0.957769,0.279798,0.948463,0.769131,0.883804,0.00010161,0.5000,794.5
105,0.945525,0.957897,0.275768,0.948708,0.770947,0.886622,0.00009996,0.5000,834.3
106,0.944790,0.958044,0.267177,0.951151,0.776135,0.892598,0.00009831,0.5000,825.5
107,0.941654,0.959103,0.265194,0.952433,0.777173,0.892991,0.00009665,0.5000,873.6
108,0.942523,0.958987,0.259059,0.952938,0.779248,0.892820,0.00009500,0.5000,889.6
109,0.940412,0.959399,0.261754,0.951660,0.781064,0.893093,0.00009335,0.5000,857.1
110,0.936823,0.960662,0.265958,0.951814,0.777951,0.891334,0.00009170,0.5000,838.6
111,0.933568,0.961398,0.268195,0.951948,0.780804,0.890634,0.00009005,0.5000,876.7
112,0.931977,0.961677,0.262513,0.952588,0.784695,0.893742,0.00008841,0.5000,865.2
113,0.930524,0.962351,0.263701,0.952915,0.785992,0.895501,0.00008677,0.5000,805.9
114,0.928773,0.963056,0.253038,0.953813,0.789364,0.900948,0.00008513,0.5000,752.8
115,0.930278,0.962159,0.263868,0.953591,0.783658,0.895996,0.00008350,0.5000,756.0
116,0.928109,0.962937,0.256856,0.953846,0.790402,0.893964,0.00008187,0.5000,763.0
117,0.925941,0.963760,0.255706,0.953906,0.784955,0.896286,0.00008024,0.5000,742.7
118,0.923236,0.964354,0.248557,0.955678,0.793256,0.903475,0.00007863,0.5000,723.3
119,0.922700,0.964687,0.253736,0.953973,0.786770,0.897174,0.00007701,0.5000,720.4
120,0.919439,0.965391,0.254012,0.954680,0.779248,0.900128,0.00007541,0.5000,730.2
121,0.920327,0.965427,0.250257,0.956064,0.796887,0.904670,0.00007381,0.5000,718.4
122,0.917726,0.965916,0.254159,0.955730,0.786511,0.898745,0.00007222,0.5000,690.7
123,0.917038,0.966313,0.254723,0.955385,0.791958,0.902416,0.00007063,0.5000,662.3
124,0.912666,0.967400,0.255558,0.955427,0.790143,0.903680,0.00006905,0.5000,660.4
125,0.912259,0.967727,0.246978,0.956763,0.800519,0.904072,0.00006748,0.5000,687.8
126,0.909781,0.968313,0.246462,0.957125,0.805188,0.904960,0.00006593,0.5000,669.4
127,0.905507,0.969623,0.247552,0.957140,0.800259,0.902655,0.00006438,0.5000,720.6
128,0.906953,0.969110,0.252355,0.956215,0.795071,0.902399,0.00006283,0.5000,684.0
129,0.904571,0.969758,0.250707,0.956842,0.793515,0.905063,0.00006130,0.5000,695.8
130,0.902924,0.970298,0.250738,0.957099,0.795071,0.903970,0.00005979,0.5000,674.2
131,0.903626,0.970086,0.245435,0.957440,0.791699,0.903663,0.00005828,0.5000,677.6
132,0.901398,0.970878,0.247556,0.957354,0.795331,0.904465,0.00005678,0.5000,690.7
133,0.896660,0.971966,0.242045,0.957686,0.800778,0.905558,0.00005529,0.5000,671.0
134,0.900251,0.971189,0.239763,0.958249,0.802075,0.909451,0.00005382,0.5000,670.1
135,0.896432,0.972262,0.239344,0.959203,0.806744,0.908444,0.00005236,0.5000,683.3
136,0.897770,0.971938,0.242465,0.958483,0.803632,0.907351,0.00005091,0.5000,675.6
137,0.895265,0.972490,0.238490,0.958868,0.805447,0.906019,0.00004948,0.5000,666.1
138,0.893467,0.973085,0.250003,0.956833,0.799222,0.901170,0.00004806,0.5000,680.9
139,0.892760,0.973283,0.242450,0.958001,0.801038,0.908905,0.00004665,0.5000,679.5
140,0.889881,0.974221,0.236575,0.959720,0.805188,0.908068,0.00004526,0.5000,666.0
141,0.887984,0.974688,0.239018,0.959969,0.809598,0.905934,0.00004388,0.5000,680.8
142,0.887076,0.975022,0.235352,0.960368,0.808560,0.910885,0.00004252,0.5000,678.2
143,0.886015,0.975375,0.237656,0.959447,0.800519,0.908495,0.00004118,0.5000,667.9
144,0.884519,0.975781,0.237507,0.960042,0.812451,0.911295,0.00003985,0.5000,677.9
145,0.882814,0.976329,0.238909,0.959794,0.807523,0.911381,0.00003854,0.5000,682.5
146,0.881694,0.976530,0.242634,0.959425,0.805707,0.908000,0.00003724,0.5000,671.4
147,0.880131,0.977236,0.226441,0.961948,0.815824,0.913327,0.00003596,0.5000,677.5
148,0.878051,0.977562,0.233076,0.960797,0.816083,0.910988,0.00003470,0.5000,684.8
149,0.877403,0.977864,0.231584,0.961462,0.812970,0.916332,0.00003346,0.5000,673.0
150,0.876663,0.978168,0.225438,0.962188,0.818936,0.917067,0.00003223,0.5000,676.9
151,0.875152,0.978457,0.231776,0.960747,0.814267,0.911056,0.00003102,0.5000,690.2
152,0.875252,0.978658,0.233933,0.960944,0.812192,0.915205,0.00002984,0.5000,671.2
153,0.872367,0.979562,0.225246,0.962536,0.823087,0.919098,0.00002867,0.5000,667.8
154,0.871975,0.979461,0.230480,0.962059,0.813489,0.915274,0.00002752,0.5000,676.3
155,0.869037,0.980233,0.222567,0.963079,0.819715,0.921096,0.00002639,0.5000,673.2
156,0.871597,0.979701,0.229417,0.962096,0.818936,0.916742,0.00002528,0.5000,664.3
157,0.867597,0.981022,0.234516,0.961694,0.816861,0.908768,0.00002419,0.5000,670.0
158,0.867129,0.980890,0.223905,0.963235,0.821012,0.916981,0.00002312,0.5000,681.8
159,0.866915,0.981023,0.223075,0.963366,0.818418,0.916537,0.00002207,0.5000,676.8
160,0.863985,0.981880,0.221268,0.963639,0.821530,0.919764,0.00002105,0.5000,665.5
161,0.864226,0.981847,0.227257,0.962910,0.819455,0.919081,0.00002004,0.5000,685.8
162,0.864808,0.981668,0.230784,0.962032,0.818418,0.917340,0.00001906,0.5000,676.6
163,0.864085,0.982002,0.223713,0.963402,0.822309,0.919081,0.00001810,0.5000,669.8
164,0.860542,0.983048,0.222763,0.963937,0.821012,0.919901,0.00001716,0.5000,682.9
165,0.858243,0.983601,0.222667,0.963951,0.823346,0.918108,0.00001625,0.5000,673.7
166,0.860775,0.982743,0.221672,0.964248,0.826459,0.921677,0.00001536,0.5000,664.7
167,0.860969,0.982940,0.223889,0.963748,0.821530,0.920840,0.00001449,0.5000,676.7
168,0.858086,0.983581,0.218327,0.964746,0.824643,0.919577,0.00001364,0.5000,677.2
169,0.856386,0.984134,0.220109,0.964942,0.826978,0.921557,0.00001282,0.5000,665.0
170,0.857101,0.983923,0.220711,0.964462,0.827237,0.920396,0.00001202,0.5000,679.4
171,0.857002,0.983961,0.221013,0.964582,0.826200,0.919577,0.00001125,0.5000,679.2
172,0.854726,0.984610,0.218855,0.965093,0.826200,0.921096,0.00001050,0.5000,668.9
173,0.854893,0.984730,0.221971,0.964239,0.819715,0.919850,0.00000977,0.5000,678.9
174,0.856126,0.984391,0.226090,0.963426,0.823346,0.919696,0.00000907,0.5000,682.7
175,0.852486,0.985311,0.225879,0.964072,0.825681,0.919645,0.00000840,0.5000,671.0
176,0.852579,0.985167,0.222273,0.964745,0.828016,0.921591,0.00000775,0.5000,673.6
177,0.850170,0.985916,0.222329,0.964576,0.823346,0.920328,0.00000712,0.5000,686.7
178,0.851871,0.985550,0.221862,0.965085,0.828275,0.923384,0.00000652,0.5000,671.4
179,0.850174,0.986040,0.220036,0.964955,0.826978,0.923231,0.00000594,0.5000,677.4
180,0.849253,0.986247,0.217601,0.965442,0.830350,0.925263,0.00000540,0.5000,693.2
181,0.849640,0.986168,0.220363,0.965070,0.828794,0.921028,0.00000487,0.5000,673.4
182,0.848227,0.986500,0.215632,0.965675,0.829053,0.925194,0.00000438,0.5000,669.7
183,0.849426,0.986213,0.214730,0.966043,0.831647,0.924631,0.00000391,0.5000,689.1
184,0.847894,0.986633,0.216682,0.965436,0.830610,0.920464,0.00000346,0.5000,683.5
185,0.848111,0.986599,0.217930,0.965635,0.829572,0.921608,0.00000304,0.5000,669.4
186,0.847540,0.986841,0.217528,0.965214,0.826200,0.921028,0.00000265,0.5000,690.0
187,0.848184,0.986475,0.216521,0.966103,0.829831,0.923521,0.00000229,0.5000,683.9
188,0.847574,0.986751,0.214832,0.966216,0.830869,0.925160,0.00000195,0.5000,824.0
189,0.848114,0.986601,0.216262,0.966034,0.830869,0.925365,0.00000164,0.5000,745.9
190,0.844881,0.987569,0.214931,0.965965,0.829831,0.923487,0.00000135,0.5000,744.6
191,0.845840,0.987228,0.217072,0.965782,0.831907,0.924238,0.00000109,0.5000,744.4
192,0.846525,0.987035,0.216037,0.965772,0.828275,0.924699,0.00000100,0.5000,749.3
193,0.847486,0.986784,0.215801,0.965604,0.830091,0.923214,0.00000100,0.5000,743.7
194,0.846998,0.986876,0.214217,0.965732,0.828794,0.924528,0.00000100,0.5000,743.5
195,0.846360,0.987102,0.217179,0.965592,0.829313,0.925433,0.00000100,0.5000,784.2
196,0.847243,0.986701,0.218229,0.965418,0.828275,0.923453,0.00000100,0.5000,820.5
197,0.843951,0.987729,0.217040,0.965652,0.829572,0.924631,0.00000100,0.5000,787.9
198,0.844301,0.987633,0.217447,0.965477,0.829313,0.923333,0.00000100,0.5000,872.5
199,0.845224,0.987381,0.217646,0.965916,0.832425,0.924067,0.00000100,0.5000,871.0
200,0.845265,0.987422,0.216355,0.965952,0.831128,0.924272,0.00000100,0.5000,876.1
epoch,train_loss,train_tok_acc,val_loss,val_tok_acc,val_seq_acc,val_tok_acc_decode,lr,tf_ratio,time
epoch,train_loss,train_tok_acc,val_loss,val_tok_acc,val_seq_acc,val_tok_acc_decode,lr,tf_ratio,time
epoch,train_loss,train_tok_acc,val_loss,val_tok_acc,val_seq_acc,val_tok_acc_decode,lr,tf_ratio,time
epoch,train_loss,train_tok_acc,val_loss,val_tok_acc,val_seq_acc,val_tok_acc_decode,lr,tf_ratio,time
1,3.586936,0.264238,4.204704,0.250857,0.000249,0.071542,0.00002000,1.0000,1155.9
2,2.719727,0.439037,3.609623,0.315286,0.001995,0.141729,0.00004000,1.0000,969.6
3,2.476773,0.502873,3.108479,0.389907,0.010971,0.219527,0.00006000,1.0000,806.4
4,2.261572,0.560826,2.565902,0.481893,0.051240,0.307710,0.00008000,1.0000,719.6
5,1.990792,0.637332,1.848334,0.621353,0.209326,0.461692,0.00010000,1.0000,643.1
6,1.690699,0.734553,1.387399,0.716675,0.362424,0.571208,0.00012000,1.0000,632.0
7,1.509487,0.791970,1.122544,0.769804,0.439097,0.634034,0.00014000,1.0000,634.0
8,1.401359,0.823010,0.977024,0.801424,0.493205,0.667298,0.00016000,1.0000,633.6
9,1.327543,0.844127,0.854168,0.826811,0.535345,0.701153,0.00018000,1.0000,631.7
10,1.271201,0.860756,0.814475,0.837738,0.564269,0.711259,0.00020000,1.0000,629.1
11,1.226309,0.873833,0.709999,0.857194,0.589328,0.739170,0.00019999,1.0000,621.8
12,1.187576,0.884921,0.648461,0.871517,0.622740,0.768012,0.00019995,1.0000,633.7
13,1.156522,0.893956,0.617275,0.878744,0.646927,0.774251,0.00019988,1.0000,631.6
14,1.132856,0.900664,0.611200,0.879896,0.623114,0.774859,0.00019978,1.0000,630.8
15,1.111607,0.906903,0.529226,0.895943,0.674105,0.798434,0.00019966,1.0000,632.9
16,1.092330,0.912917,0.535220,0.895738,0.672983,0.802310,0.00019951,1.0000,626.9
17,1.078566,0.916726,0.535191,0.895522,0.661015,0.802484,0.00019933,1.0000,631.7
18,1.065841,0.920526,0.538540,0.897049,0.671487,0.805638,0.00019913,1.0000,637.7
19,1.053719,0.923893,0.474543,0.908915,0.696547,0.820584,0.00019889,1.0000,627.0
20,1.042579,0.927326,0.436632,0.916154,0.714998,0.834757,0.00019864,1.0000,620.7
21,1.033409,0.929974,0.438348,0.915953,0.709762,0.831307,0.00019835,1.0000,633.1
22,1.024859,0.932436,0.483832,0.908130,0.705274,0.821166,0.00019804,1.0000,635.6
23,1.017243,0.934636,0.426767,0.919559,0.728338,0.839223,0.00019770,1.0000,624.0
24,1.011336,0.936573,0.397802,0.925082,0.738561,0.850077,0.00019733,1.0000,619.0
25,1.003932,0.938945,0.433629,0.919484,0.726468,0.843864,0.00019694,1.0000,628.5
26,0.997800,0.940303,0.433239,0.918470,0.715621,0.841570,0.00019652,1.0000,633.9
27,0.993609,0.941676,0.421537,0.920164,0.713876,0.838945,0.00019608,1.0000,621.1
28,0.986320,0.943721,0.404730,0.923882,0.724224,0.850060,0.00019560,1.0000,615.5
29,0.982064,0.945187,0.404241,0.924209,0.733325,0.851884,0.00019511,1.0000,631.7
30,0.977686,0.946329,0.395619,0.926206,0.736816,0.858115,0.00019458,1.0000,628.0
31,0.972363,0.947867,0.380923,0.929000,0.743424,0.860478,0.00019403,1.0000,625.0
32,0.968327,0.949081,0.371057,0.931615,0.747787,0.859279,0.00019346,1.0000,622.0
33,0.965912,0.949876,0.369271,0.930804,0.756265,0.870333,0.00019286,1.0000,626.0
34,0.960934,0.951116,0.355111,0.935073,0.766987,0.871992,0.00019223,1.0000,628.8
35,0.956730,0.952487,0.364574,0.930703,0.737938,0.864710,0.00019158,1.0000,626.2
36,0.954603,0.953207,0.341243,0.937480,0.768732,0.875468,0.00019090,1.0000,620.5
37,0.950744,0.954256,0.368568,0.932248,0.752649,0.870333,0.00019020,1.0000,617.7
38,0.947898,0.955066,0.343120,0.936651,0.763246,0.878735,0.00018947,1.0000,628.6
39,0.945216,0.955789,0.342819,0.938116,0.775464,0.877693,0.00018872,1.0000,629.3
40,0.942006,0.956691,0.355263,0.936367,0.765241,0.877710,0.00018795,1.0000,622.2
41,0.940152,0.957460,0.329908,0.940292,0.777210,0.883593,0.00018715,1.0000,617.3
42,0.937878,0.958127,0.333926,0.939820,0.777584,0.881812,0.00018633,1.0000,624.1
43,0.935925,0.958589,0.320119,0.942129,0.778207,0.885713,0.00018548,1.0000,630.3
44,0.933003,0.959439,0.331750,0.939714,0.765241,0.880891,0.00018461,1.0000,620.9
45,0.929448,0.960632,0.329020,0.941033,0.781573,0.885870,0.00018372,1.0000,622.5
46,0.928894,0.960852,0.324354,0.941071,0.778581,0.887321,0.00018280,1.0000,631.8
47,0.926475,0.961408,0.325403,0.940661,0.769729,0.885148,0.00018186,1.0000,636.8
48,0.924393,0.962116,0.327755,0.941218,0.778955,0.887868,0.00018090,1.0000,633.7
49,0.922800,0.962538,0.311193,0.944081,0.793043,0.889936,0.00017992,1.0000,628.7
50,0.920591,0.963279,0.314504,0.944598,0.796285,0.893508,0.00017891,1.0000,627.6
51,0.955180,0.955201,0.287139,0.944800,0.783693,0.882203,0.00017789,0.7000,656.1
52,0.952362,0.956057,0.280240,0.945247,0.778581,0.884618,0.00017684,0.7000,645.1
53,0.948388,0.956949,0.290386,0.944058,0.778332,0.889293,0.00017577,0.7000,641.0
54,0.947567,0.957272,0.272472,0.946914,0.784690,0.891970,0.00017468,0.7000,644.9
55,0.945055,0.957692,0.258890,0.950339,0.801396,0.895637,0.00017357,0.7000,655.4
56,0.942519,0.958382,0.244634,0.953097,0.811370,0.901867,0.00017244,0.7000,647.9
57,0.941874,0.958672,0.275085,0.947474,0.790051,0.891596,0.00017129,0.7000,645.1
58,0.937697,0.959927,0.240031,0.954137,0.810497,0.901476,0.00017012,0.7000,649.1
59,0.937831,0.959704,0.251241,0.951977,0.804513,0.900303,0.00016894,0.7000,644.4
60,0.936078,0.960344,0.241200,0.954111,0.807131,0.904900,0.00016773,0.7000,642.7
61,0.932510,0.961378,0.239259,0.954069,0.811370,0.905543,0.00016650,0.7000,643.5
62,0.930106,0.962000,0.246453,0.952909,0.808253,0.904848,0.00016526,0.7000,637.4
63,0.929782,0.962298,0.249217,0.951915,0.806633,0.902789,0.00016400,0.7000,671.0
64,0.928098,0.962670,0.259111,0.950632,0.804513,0.897123,0.00016272,0.7000,655.3
65,0.925340,0.963321,0.248959,0.952227,0.799776,0.905404,0.00016142,0.7000,650.8
66,0.925469,0.963535,0.235762,0.955199,0.807505,0.905786,0.00016011,0.7000,637.7
67,0.922918,0.964202,0.238275,0.954752,0.809001,0.904492,0.00015878,0.7000,657.8
68,0.922954,0.964151,0.243709,0.953740,0.816232,0.903527,0.00015743,0.7000,660.3
69,0.920867,0.964793,0.228506,0.956554,0.813864,0.907724,0.00015607,0.7000,643.0
70,0.919621,0.965013,0.241375,0.954792,0.807256,0.901581,0.00015469,0.7000,638.2
71,0.917788,0.965565,0.237525,0.955209,0.808752,0.907672,0.00015330,0.7000,948.8
72,0.916362,0.965900,0.217846,0.959485,0.823713,0.913963,0.00015190,0.7000,1023.1
73,0.914954,0.966404,0.230336,0.957536,0.826456,0.910496,0.00015048,0.7000,964.7
74,0.913525,0.966718,0.239490,0.955354,0.799152,0.906143,0.00014904,0.7000,644.5
75,0.912521,0.966992,0.233571,0.955677,0.806134,0.909062,0.00014759,0.7000,644.6
76,0.909862,0.967963,0.229835,0.957619,0.816108,0.914676,0.00014613,0.7000,636.6
77,0.909060,0.968069,0.233483,0.956719,0.807007,0.910748,0.00014466,0.7000,643.8
78,0.908178,0.968446,0.234862,0.956218,0.804887,0.910088,0.00014318,0.7000,649.1
79,0.905683,0.969103,0.238934,0.956365,0.815110,0.907455,0.00014168,0.7000,642.9
80,0.906297,0.968931,0.237586,0.955638,0.801646,0.906708,0.00014017,0.7000,651.6
81,0.905934,0.968924,0.228489,0.958031,0.816731,0.909540,0.00013865,0.7000,645.4
82,0.903923,0.969721,0.232154,0.957246,0.801147,0.911774,0.00013712,0.7000,648.3
83,0.902560,0.969923,0.215038,0.960198,0.824211,0.915736,0.00013558,0.7000,637.2
84,0.900280,0.970676,0.226581,0.958655,0.817354,0.913546,0.00013403,0.7000,637.2
85,0.901521,0.970379,0.230422,0.958125,0.808378,0.908567,0.00013247,0.7000,643.8
86,0.899730,0.970765,0.213960,0.960589,0.824461,0.916440,0.00013090,0.7000,648.0
87,0.896761,0.971763,0.227941,0.958599,0.814487,0.910679,0.00012933,0.7000,660.4
88,0.897456,0.971546,0.226101,0.958986,0.820970,0.911139,0.00012774,0.7000,659.8
89,0.895041,0.972204,0.226164,0.959234,0.817728,0.912851,0.00012615,0.7000,645.5
90,0.896061,0.971881,0.222727,0.958753,0.809375,0.913216,0.00012455,0.7000,713.3
91,0.893030,0.972790,0.214012,0.961284,0.831941,0.919534,0.00012294,0.7000,1067.5
92,0.893857,0.972477,0.222493,0.959898,0.821967,0.916240,0.00012133,0.7000,901.3
93,0.892127,0.972974,0.235007,0.957881,0.805635,0.909949,0.00011971,0.7000,643.6
94,0.891393,0.973352,0.226839,0.959721,0.820721,0.912921,0.00011809,0.7000,638.0
95,0.888360,0.974236,0.232926,0.958604,0.803516,0.910774,0.00011646,0.7000,635.4
96,0.888711,0.974093,0.223660,0.960080,0.814487,0.914407,0.00011483,0.7000,646.0
97,0.887900,0.974435,0.216737,0.961271,0.823214,0.919325,0.00011319,0.7000,646.5
98,0.887141,0.974527,0.236922,0.958458,0.810622,0.909184,0.00011155,0.7000,638.3
99,0.885707,0.975151,0.242074,0.957397,0.805012,0.908976,0.00010990,0.7000,635.2
100,0.883702,0.975584,0.222712,0.960090,0.811121,0.915727,0.00010826,0.7000,643.3
101,0.895135,0.972673,0.212936,0.960966,0.821967,0.917952,0.00010661,0.5000,646.7
102,0.893905,0.972869,0.225009,0.959795,0.814113,0.912260,0.00010496,0.5000,640.6
103,0.891627,0.973570,0.209154,0.962903,0.829198,0.920272,0.00010331,0.5000,635.3
104,0.890172,0.973887,0.224581,0.959354,0.810373,0.912834,0.00010165,0.5000,637.6
105,0.888926,0.974420,0.218859,0.960495,0.811245,0.913798,0.00010000,0.5000,647.5
106,0.889013,0.974338,0.208104,0.962589,0.821344,0.922627,0.00009835,0.5000,644.8
107,0.888202,0.974494,0.216336,0.961996,0.823214,0.917995,0.00009669,0.5000,639.5
108,0.887727,0.974665,0.207250,0.962933,0.823089,0.922375,0.00009504,0.5000,639.3
109,0.885384,0.975367,0.219329,0.961045,0.817479,0.915788,0.00009339,0.5000,647.2
110,0.885512,0.975300,0.232043,0.958942,0.810622,0.908028,0.00009174,0.5000,644.5
111,0.883670,0.975893,0.222451,0.960752,0.820721,0.915267,0.00009010,0.5000,644.8
112,0.883948,0.975805,0.219397,0.961658,0.820222,0.919455,0.00008845,0.5000,768.5
113,0.882030,0.976352,0.215446,0.962462,0.823837,0.918143,0.00008681,0.5000,741.0
114,0.882230,0.976326,0.208165,0.963280,0.829448,0.922983,0.00008517,0.5000,816.4
115,0.880036,0.976925,0.207492,0.963947,0.829697,0.922671,0.00008354,0.5000,651.7
116,0.879661,0.977159,0.210870,0.962947,0.826082,0.921454,0.00008191,0.5000,640.6
117,0.877781,0.977676,0.206889,0.963991,0.826954,0.924687,0.00008029,0.5000,658.1
118,0.878099,0.977364,0.228573,0.960084,0.809500,0.911904,0.00007867,0.5000,644.5
119,0.877097,0.977772,0.220616,0.961507,0.821718,0.917022,0.00007706,0.5000,635.8
120,0.875733,0.978182,0.200675,0.964822,0.830196,0.926885,0.00007545,0.5000,644.3
121,0.876829,0.977824,0.225175,0.960917,0.820970,0.915953,0.00007385,0.5000,658.6
